date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2022-04-28,BR_SP_352050,2,0,0,1,28255,814,0,56736
2022-04-28,BR_SP_352060,0,0,0,5,273,13,0,1312
2022-04-28,BR_SP_352070,0,0,0,1,948,15,0,674
2022-04-28,BR_SP_352080,0,0,0,7,1045,18,0,845
2022-04-28,BR_SP_352090,0,0,0,1,3692,55,0,4823
2022-04-28,BR_SP_352100,0,0,0,18,4802,73,0,10132
2022-04-28,BR_SP_352110,0,0,0,11,775,23,0,2057
2022-04-28,BR_SP_352115,0,0,0,1,1574,32,0,3034
2022-04-28,BR_SP_352120,0,0,0,3,790,7,0,1119
2022-04-28,BR_SP_352130,0,0,0,2,2599,69,0,4585
2022-04-28,BR_SP_352140,2,0,0,1,5955,106,0,8724
2022-04-28,BR_SP_352150,7,0,0,9,1069,31,0,2644
2022-04-28,BR_SP_352160,0,0,0,1,1314,40,0,5337
2022-04-28,BR_SP_352170,0,0,0,1,4113,75,0,4446
2022-04-28,BR_SP_352180,0,0,0,1,5490,84,0,5914
2022-04-28,BR_SP_352190,0,0,0,1,4054,68,0,5438
2022-04-28,BR_SP_352200,0,0,0,9,918,11,0,1751
2022-04-28,BR_SP_352210,96,0,0,1,9547,387,0,20388
2022-04-28,BR_SP_352215,0,0,0,3,286,8,0,537
2022-04-28,BR_SP_352220,0,0,0,1,9975,490,0,37652
2022-04-28,BR_SP_352230,0,0,0,1,18113,591,0,66468
2022-04-28,BR_SP_352240,66,-1,0,1,16823,457,0,20366
2022-04-28,BR_SP_352250,1,0,0,1,12929,746,0,38601
2022-04-28,BR_SP_352260,0,0,0,1,13551,359,0,15939
2022-04-28,BR_SP_352265,0,0,0,8,1042,4,0,931
2022-04-28,BR_SP_352270,0,0,0,1,11124,178,0,11491
2022-04-28,BR_SP_352280,0,0,0,1,2669,56,0,2360
2022-04-28,BR_SP_352290,0,0,0,1,1928,47,0,3369
2022-04-28,BR_SP_352300,0,0,0,2,604,15,0,1224
2022-04-28,BR_SP_352310,28,0,0,1,23670,1128,0,57923
2022-04-28,BR_SP_352320,6,0,0,4,9244,267,0,9173
2022-04-28,BR_SP_352330,0,0,0,3,1785,50,0,3613
2022-04-28,BR_SP_352340,1,0,0,1,21373,242,0,40022
2022-04-28,BR_SP_352350,5,0,0,3,4101,66,0,7581
2022-04-28,BR_SP_352360,0,0,0,1,2257,42,0,10404
2022-04-28,BR_SP_352370,0,0,0,1,324,8,0,602
2022-04-28,BR_SP_352380,0,0,0,1,1068,22,0,2182
2022-04-28,BR_SP_352390,0,0,0,2,26796,568,0,64715
2022-04-28,BR_SP_352400,0,0,0,1,8075,165,0,10774
2022-04-28,BR_SP_352410,9,0,0,2,3497,160,0,5476
2022-04-28,BR_SP_352420,0,0,0,1,585,24,0,1648
2022-04-28,BR_SP_352430,3,0,0,1,8288,240,0,21132
2022-04-28,BR_SP_352440,23,0,0,2,28856,875,0,90704
2022-04-28,BR_SP_352450,3,0,0,1,1565,33,0,4297
2022-04-28,BR_SP_352460,0,0,0,2,2523,62,0,3482
2022-04-28,BR_SP_352470,0,0,0,1,10071,182,0,25026
2022-04-28,BR_SP_352480,10,0,0,1,11972,294,0,24287
2022-04-28,BR_SP_352490,0,0,0,1,487,17,0,1348
2022-04-28,BR_SP_352500,0,0,0,1,9655,354,0,23539
2022-04-28,BR_SP_352510,0,0,0,1,4458,166,0,13913
2022-04-28,BR_SP_352520,16,0,0,3,3300,86,0,5908
2022-04-28,BR_SP_352530,0,0,0,1,18693,599,0,31252
2022-04-28,BR_SP_352540,0,0,0,1,517,3,0,955
2022-04-28,BR_SP_352550,0,0,0,2,1429,11,0,3127
2022-04-28,BR_SP_352560,0,0,0,3,1036,13,0,1393
2022-04-28,BR_SP_352570,0,0,0,1,6186,161,0,12264
2022-04-28,BR_SP_352580,0,0,0,9,348,16,0,884
2022-04-28,BR_SP_352585,0,0,0,4,619,8,0,1293
2022-04-28,BR_SP_352590,5,0,0,1,69008,1748,0,181644
2022-04-28,BR_SP_352600,2,0,0,22,4167,101,0,3892
2022-04-28,BR_SP_352610,0,0,0,3,2755,66,0,4426
2022-04-28,BR_SP_352620,0,0,0,1,1805,82,0,9771
2022-04-28,BR_SP_352630,0,0,0,1,244,16,0,2715
2022-04-28,BR_SP_352640,0,0,0,1,6166,135,0,8411
2022-04-28,BR_SP_352650,0,0,0,1,1275,18,0,12335
2022-04-28,BR_SP_352660,0,0,0,1,341,5,0,812
2022-04-28,BR_SP_352670,40,0,0,1,15936,449,0,30662
2022-04-28,BR_SP_352680,1,0,0,1,20431,200,0,39043
2022-04-28,BR_SP_352690,64,0,0,1,39941,1251,0,66446
2022-04-28,BR_SP_352700,0,0,0,2,1645,21,0,2548
2022-04-28,BR_SP_352710,70,0,0,1,11683,327,0,30680
2022-04-28,BR_SP_352720,6,2,0,1,6527,202,0,23021
2022-04-28,BR_SP_352725,0,0,0,8,309,6,0,933
2022-04-28,BR_SP_352730,11,0,0,1,8174,121,0,12374
2022-04-28,BR_SP_352740,0,0,0,4,3191,74,0,6350
2022-04-28,BR_SP_352750,0,0,0,11,383,6,0,808
2022-04-28,BR_SP_352760,0,0,0,2,2833,39,0,5747
2022-04-28,BR_SP_352770,0,0,0,1,309,13,0,887
2022-04-28,BR_SP_352780,0,0,0,1,270,8,0,1219
2022-04-28,BR_SP_352790,0,0,0,1,564,8,0,736
2022-04-28,BR_SP_352800,0,0,0,5,4345,62,0,3990
2022-04-28,BR_SP_352810,0,0,0,1,1608,21,0,2563
2022-04-28,BR_SP_352820,0,0,0,6,837,27,0,1417
2022-04-28,BR_SP_352830,0,0,0,2,486,10,0,666
2022-04-28,BR_SP_352840,0,0,0,1,5077,79,0,10953
2022-04-28,BR_SP_352850,0,0,0,1,6907,264,0,17074
2022-04-28,BR_SP_352860,0,0,0,1,1001,30,0,4534
2022-04-28,BR_SP_352870,1,0,0,6,432,5,0,2375
2022-04-28,BR_SP_352880,0,0,0,1,3205,52,0,3706
2022-04-28,BR_SP_352885,0,0,0,1,869,15,0,1322
2022-04-28,BR_SP_352890,0,0,0,1,854,12,0,652
2022-04-28,BR_SP_352900,8,0,0,1,36789,1074,0,88269
2022-04-28,BR_SP_352910,0,0,0,1,471,7,0,590
2022-04-28,BR_SP_352920,0,0,0,7,2042,90,0,7075
2022-04-28,BR_SP_352930,2,0,0,1,6381,224,0,13161
2022-04-28,BR_SP_352940,2,0,0,1,36315,1645,0,144730
2022-04-28,BR_SP_352950,6,0,0,19,1706,32,0,2373
2022-04-28,BR_SP_352960,0,0,0,1,634,36,0,1584
2022-04-28,BR_SP_352965,0,0,0,1,586,6,0,587
2022-04-28,BR_SP_352970,0,0,0,2,1524,106,0,1755
2022-04-28,BR_SP_352980,0,0,0,2,1929,34,0,4763
2022-04-28,BR_SP_352990,5,0,0,1,3020,81,0,2842
2022-04-28,BR_SP_353000,0,0,0,1,418,15,0,1192
2022-04-28,BR_SP_353010,0,0,0,1,2252,111,0,11772
2022-04-28,BR_SP_353020,1,0,0,1,1984,48,0,2351
2022-04-28,BR_SP_353030,0,0,0,1,10375,305,0,30297
2022-04-28,BR_SP_353040,0,0,0,3,767,19,0,1891
2022-04-28,BR_SP_353050,0,0,0,4,9765,278,0,7630
2022-04-28,BR_SP_353060,43,0,0,3,39429,1840,0,158725
2022-04-28,BR_SP_353070,7,0,0,1,32593,652,0,48000
2022-04-28,BR_SP_353080,7,0,0,1,21218,402,0,24459
2022-04-28,BR_SP_353090,0,0,0,2,466,11,0,1850
2022-04-28,BR_SP_353100,0,0,0,1,433,7,0,737
2022-04-28,BR_SP_353110,0,1,0,1,2435,105,0,4768
2022-04-28,BR_SP_353120,1,0,0,1,1098,19,0,2103
2022-04-28,BR_SP_353130,32,0,0,1,9428,204,0,13536
2022-04-28,BR_SP_353140,1,0,0,1,4258,100,0,9034
2022-04-28,BR_SP_353150,0,0,0,1,2374,26,0,4741
2022-04-28,BR_SP_353160,0,0,0,1,1192,22,0,1023
2022-04-28,BR_SP_353170,0,0,0,3,311,9,0,1259
2022-04-28,BR_SP_353180,1,1,0,1,7572,157,0,16815
2022-04-28,BR_SP_353190,0,0,0,3,4845,112,0,11345
2022-04-28,BR_SP_353200,0,0,0,6,1086,30,0,2215
2022-04-28,BR_SP_353205,0,0,0,1,370,10,0,933
2022-04-28,BR_SP_353210,0,0,0,5,790,22,0,789
2022-04-28,BR_SP_353215,0,0,0,1,252,7,0,681
2022-04-28,BR_SP_353220,0,0,0,15,1557,22,0,1883
2022-04-28,BR_SP_353230,1,0,0,1,241,14,0,709
2022-04-28,BR_SP_353240,1,0,0,2,2493,54,0,3166
2022-04-28,BR_SP_353250,0,0,0,3,2011,54,0,4355
2022-04-28,BR_SP_353260,1,0,0,6,2562,55,0,3352
2022-04-28,BR_SP_353270,0,0,0,7,522,18,0,1200
2022-04-28,BR_SP_353280,0,0,0,1,1521,32,0,3515
2022-04-28,BR_SP_353282,1,1,0,1,1110,46,0,2098
2022-04-28,BR_SP_353284,0,0,0,1,525,10,0,364
2022-04-28,BR_SP_353286,0,0,0,1,245,4,0,245
2022-04-28,BR_SP_353290,0,0,0,7,834,29,0,2850
2022-04-28,BR_SP_353300,0,0,0,2,4412,82,0,8370
2022-04-28,BR_SP_353310,0,0,0,3,194,4,0,532
2022-04-28,BR_SP_353320,1,0,0,1,1230,7,0,2356
2022-04-28,BR_SP_353325,0,0,0,1,310,16,0,893
2022-04-28,BR_SP_353330,0,0,0,1,390,13,0,803
2022-04-28,BR_SP_353340,4,0,0,1,9351,252,0,18224
2022-04-28,BR_SP_353350,0,0,0,2,6190,230,0,16159
2022-04-28,BR_SP_353360,1,0,0,1,419,14,0,1304
2022-04-28,BR_SP_353370,0,0,0,6,546,7,0,983
2022-04-28,BR_SP_353380,0,0,0,6,159,5,0,491
2022-04-28,BR_SP_353390,1,0,0,1,13059,297,0,25792
2022-04-28,BR_SP_353400,0,0,0,3,945,28,0,2533
2022-04-28,BR_SP_353410,0,0,0,3,431,27,0,1314
2022-04-28,BR_SP_353420,0,0,0,1,1949,18,0,6469
2022-04-28,BR_SP_353430,24,0,0,1,6775,129,0,5334
2022-04-28,BR_SP_353440,0,0,0,1,47764,2972,0,166888
2022-04-28,BR_SP_353450,0,0,0,2,566,8,0,766
2022-04-28,BR_SP_353460,11,0,0,1,7628,129,0,7358
2022-04-28,BR_SP_353470,14,0,0,1,21086,571,0,40886
2022-04-28,BR_SP_353475,0,1,0,1,2331,47,0,5467
2022-04-28,BR_SP_353480,0,0,0,21,1111,32,0,2059
2022-04-28,BR_SP_353490,0,0,0,2,2922,50,0,10755
2022-04-28,BR_SP_353500,0,0,0,2,1568,44,0,3805
2022-04-28,BR_SP_353510,0,0,0,1,2045,45,0,3526
2022-04-28,BR_SP_353520,0,0,0,1,1741,27,0,3127
2022-04-28,BR_SP_353530,4,0,0,1,4364,80,0,5896
2022-04-28,BR_SP_353540,1,0,0,1,1949,70,0,3539
2022-04-28,BR_SP_353550,8,0,0,1,8339,169,0,17507
2022-04-28,BR_SP_353560,0,0,0,1,1306,59,0,3636
2022-04-28,BR_SP_353570,0,0,0,1,846,30,0,1778
2022-04-28,BR_SP_353580,0,0,0,2,2164,87,0,5437
2022-04-28,BR_SP_353590,0,0,0,3,960,25,0,1154
2022-04-28,BR_SP_353600,0,0,0,3,1563,44,0,2936
2022-04-28,BR_SP_353610,0,0,0,1,819,19,0,2494
2022-04-28,BR_SP_353620,0,0,0,1,3299,70,0,9848
2022-04-28,BR_SP_353625,0,0,0,1,831,19,0,1558
2022-04-28,BR_SP_353630,0,0,0,12,1140,38,0,2876
2022-04-28,BR_SP_353640,0,0,0,1,1434,22,0,1403
2022-04-28,BR_SP_353650,0,0,0,1,16840,336,0,43320
2022-04-28,BR_SP_353657,0,0,0,1,207,7,0,603
2022-04-28,BR_SP_353660,0,0,0,1,716,41,0,5524
2022-04-28,BR_SP_353670,11,0,0,2,6246,133,0,13652
2022-04-28,BR_SP_353680,0,0,0,1,247,4,0,1044
2022-04-28,BR_SP_353690,0,0,0,5,276,10,0,924
2022-04-28,BR_SP_353700,0,0,0,1,380,22,0,763
2022-04-28,BR_SP_353710,0,0,0,1,5315,124,0,13610
2022-04-28,BR_SP_353715,0,0,0,1,628,11,0,882
2022-04-28,BR_SP_353720,0,0,0,2,576,19,0,691
2022-04-28,BR_SP_353730,103,0,0,1,13394,294,0,20733
2022-04-28,BR_SP_353740,7,0,0,1,4217,116,0,5133
2022-04-28,BR_SP_353750,0,0,0,1,1196,24,0,3290
2022-04-28,BR_SP_353760,0,0,0,1,8424,283,0,23016
2022-04-28,BR_SP_353770,0,0,0,1,1473,10,0,1418
2022-04-28,BR_SP_353780,11,0,0,6,7288,167,0,18804
2022-04-28,BR_SP_353790,2,0,0,4,4689,88,0,5078
2022-04-28,BR_SP_353800,0,0,0,2,15544,546,0,35669
2022-04-28,BR_SP_353810,0,0,0,8,2970,60,0,6912
2022-04-28,BR_SP_353820,0,0,0,1,2126,12,0,2336
2022-04-28,BR_SP_353830,0,0,0,7,246,8,0,705
2022-04-28,BR_SP_353850,0,0,0,1,388,26,0,1521
2022-04-28,BR_SP_353860,0,0,0,1,5218,63,0,10653
2022-04-28,BR_SP_353870,33,0,0,1,80664,1549,0,208121
2022-04-28,BR_SP_353880,0,0,0,1,4608,99,0,8273
2022-04-28,BR_SP_353890,0,0,0,1,3778,64,0,10828
2022-04-28,BR_SP_353900,0,0,0,3,1939,69,0,4089
2022-04-28,BR_SP_353910,0,0,0,1,1668,22,0,3706
2022-04-28,BR_SP_353920,0,0,0,1,3296,80,0,7475
2022-04-28,BR_SP_353930,1,0,0,1,14707,288,0,22339
2022-04-28,BR_SP_353940,0,0,0,1,1861,49,0,5579
2022-04-28,BR_SP_353950,0,0,0,1,6493,178,0,13124
2022-04-28,BR_SP_353960,0,0,0,1,663,12,0,1538
2022-04-28,BR_SP_353970,0,0,0,6,588,11,0,937
2022-04-28,BR_SP_353980,3,0,0,1,9626,436,0,26033
2022-04-28,BR_SP_353990,0,0,0,1,1366,19,0,2047
2022-04-28,BR_SP_354000,0,0,0,26,1027,49,0,4017
2022-04-28,BR_SP_354010,0,0,0,5,396,12,0,866
2022-04-28,BR_SP_354020,0,0,0,1,7025,180,0,15015
2022-04-28,BR_SP_354025,0,0,0,2,546,19,0,702
2022-04-28,BR_SP_354030,0,0,0,1,620,10,0,850
2022-04-28,BR_SP_354040,1,0,0,10,1037,14,0,1204
2022-04-28,BR_SP_354050,0,0,0,15,1212,23,0,2597
2022-04-28,BR_SP_354060,0,0,0,1,12006,165,0,19486
2022-04-28,BR_SP_354070,7,0,0,1,13130,206,0,13567
2022-04-28,BR_SP_354075,0,0,0,4,3103,41,0,8615
2022-04-28,BR_SP_354080,2,0,0,1,4730,88,0,9056
2022-04-28,BR_SP_354085,0,0,0,3,353,5,0,2707
2022-04-28,BR_SP_354090,0,0,0,1,2046,46,0,5015
2022-04-28,BR_SP_354100,10,14,0,1,29624,1247,0,35592
2022-04-28,BR_SP_354105,0,0,0,3,1179,16,0,2197
2022-04-28,BR_SP_354110,0,0,0,14,574,9,0,1059
2022-04-28,BR_SP_354120,0,0,0,8,1397,47,0,8019
2022-04-28,BR_SP_354130,-2,0,0,1,5543,139,0,7730
2022-04-28,BR_SP_354140,-1,0,0,1,40338,1010,0,90279
2022-04-28,BR_SP_354150,2,0,0,1,4562,129,0,8034
2022-04-28,BR_SP_354160,0,0,0,1,8286,124,0,18356
2022-04-28,BR_SP_354165,0,0,0,3,247,9,0,531
2022-04-28,BR_SP_354170,0,0,0,2,2376,32,0,3245
2022-04-28,BR_SP_354180,0,0,0,2,834,3,0,943
2022-04-28,BR_SP_354190,0,0,0,1,1094,27,0,2523
2022-04-28,BR_SP_354200,0,0,0,3,588,32,0,2052
2022-04-28,BR_SP_354210,1,0,0,3,1146,14,0,2414
2022-04-28,BR_SP_354220,1,0,0,1,5925,111,0,8021
2022-04-28,BR_SP_354230,0,0,0,1,121,6,0,400
2022-04-28,BR_SP_354240,0,0,0,1,1072,76,0,5580
2022-04-28,BR_SP_354250,0,0,0,1,423,23,0,7266
2022-04-28,BR_SP_354260,4,0,0,2,9527,250,0,14583
2022-04-28,BR_SP_354270,0,0,0,4,730,10,0,1691
2022-04-28,BR_SP_354280,0,0,0,1,536,8,0,867
2022-04-28,BR_SP_354290,0,0,0,1,1768,30,0,3425
2022-04-28,BR_SP_354300,0,0,0,5,2600,67,0,4240
2022-04-28,BR_SP_354310,0,0,0,2,343,4,0,1028
2022-04-28,BR_SP_354320,1,0,0,2,713,27,0,1724
2022-04-28,BR_SP_354323,0,0,0,1,119,7,0,915
2022-04-28,BR_SP_354325,0,0,0,9,534,30,0,1434
2022-04-28,BR_SP_354330,0,0,0,1,10290,376,0,49287
2022-04-28,BR_SP_354340,5,0,0,1,102986,3296,0,217706
2022-04-28,BR_SP_354350,0,0,0,1,759,31,0,989
2022-04-28,BR_SP_354360,2,0,0,1,852,12,0,1390
2022-04-28,BR_SP_354370,0,0,0,1,1149,39,0,2507
2022-04-28,BR_SP_354380,0,0,0,3,663,19,0,816
2022-04-28,BR_SP_354390,4,0,0,1,13100,654,0,89672
2022-04-28,BR_SP_354400,0,0,0,1,3701,116,0,8216
2022-04-28,BR_SP_354410,0,0,0,2,2398,103,0,10035
2022-04-28,BR_SP_354420,0,0,0,22,2468,32,0,5879
2022-04-28,BR_SP_354425,0,0,0,1,3358,50,0,3776
2022-04-28,BR_SP_354430,-2,0,0,2,1589,29,0,3353
2022-04-28,BR_SP_354440,0,0,0,6,583,11,0,920
2022-04-28,BR_SP_354450,1,0,0,1,837,14,0,1264
2022-04-28,BR_SP_354460,0,0,0,1,300,30,0,1115
2022-04-28,BR_SP_354470,0,0,0,3,265,4,0,544
2022-04-28,BR_SP_354480,8,0,0,1,563,35,0,2151
2022-04-28,BR_SP_354490,1,0,0,1,1842,33,0,4997
2022-04-28,BR_SP_354500,0,0,0,4,695,62,0,4494
2022-04-28,BR_SP_354510,0,0,0,2,413,23,0,454
2022-04-28,BR_SP_354515,3,0,0,1,2352,23,0,3443
2022-04-28,BR_SP_354520,-1,0,0,1,21756,507,0,53951
2022-04-28,BR_SP_354530,0,0,0,1,4422,184,0,13450
2022-04-28,BR_SP_354540,0,0,0,1,1749,19,0,2919
2022-04-28,BR_SP_354550,0,0,0,1,446,12,0,964
2022-04-28,BR_SP_354560,0,0,0,2,2693,65,0,5249
2022-04-28,BR_SP_354570,0,0,0,1,1479,28,0,1971
2022-04-28,BR_SP_354580,1,0,0,1,27348,866,0,62114
2022-04-28,BR_SP_354600,4,0,0,1,1486,37,0,3811
2022-04-28,BR_SP_354610,0,0,0,3,339,18,0,561
2022-04-28,BR_SP_354620,0,0,0,1,1441,15,0,1847
2022-04-28,BR_SP_354625,0,0,0,1,202,4,0,618
2022-04-28,BR_SP_354630,0,0,0,1,5011,135,0,7519
2022-04-28,BR_SP_354640,0,0,0,20,8034,195,0,17940
2022-04-28,BR_SP_354650,0,0,0,1,547,19,0,1308
2022-04-28,BR_SP_354660,5,0,0,1,7452,145,0,11924
2022-04-28,BR_SP_354670,0,0,0,1,3927,83,0,10350
2022-04-28,BR_SP_354680,0,0,0,1,6742,283,0,21485
2022-04-28,BR_SP_354690,0,0,0,1,734,24,0,1710
2022-04-28,BR_SP_354700,0,0,0,2,1333,12,0,1234
2022-04-28,BR_SP_354710,0,0,0,5,615,11,0,527
2022-04-28,BR_SP_354720,0,0,0,3,376,5,0,155
2022-04-28,BR_SP_354730,18,0,0,1,18890,425,0,50969
2022-04-28,BR_SP_354740,0,0,0,1,427,13,0,666
2022-04-28,BR_SP_354750,1,0,0,1,1799,46,0,4564
2022-04-28,BR_SP_354760,0,0,0,9,2476,51,0,6862
2022-04-28,BR_SP_354765,2,0,0,1,400,8,0,559
2022-04-28,BR_SP_354770,0,0,0,1,2830,70,0,4636
2022-04-28,BR_SP_354780,263,0,0,1,78517,3387,0,228448
2022-04-28,BR_SP_354790,0,0,0,1,537,21,0,1815
2022-04-28,BR_SP_354800,0,0,0,9,4260,59,0,6673
2022-04-28,BR_SP_354805,0,0,0,4,651,39,0,1885
2022-04-28,BR_SP_354810,0,0,0,1,1076,24,0,1429
2022-04-28,BR_SP_354820,0,0,0,1,1309,9,0,1391
2022-04-28,BR_SP_354830,0,0,0,2,208,11,0,615
2022-04-28,BR_SP_354840,0,0,0,7,758,18,0,1872
2022-04-28,BR_SP_354850,128,0,0,1,70944,2531,0,141125
2022-04-28,BR_SP_354860,0,0,0,1,811,14,0,1599
2022-04-28,BR_SP_354870,14,0,0,2,74537,3635,0,401755
2022-04-28,BR_SP_354880,13,-1,0,1,24400,1073,0,66321
2022-04-28,BR_SP_354890,20,1,0,1,31029,585,0,80761
2022-04-28,BR_SP_354900,0,0,0,5,382,18,0,694
2022-04-28,BR_SP_354910,189,0,0,1,15265,360,0,10867
2022-04-28,BR_SP_354920,0,0,0,4,322,10,0,596
2022-04-28,BR_SP_354925,1,0,0,1,207,9,0,745
2022-04-28,BR_SP_354930,0,0,0,1,206,3,0,754
2022-04-28,BR_SP_354940,1,0,0,1,7391,176,0,14276
2022-04-28,BR_SP_354950,0,0,0,1,330,20,0,616
2022-04-28,BR_SP_354960,0,0,0,1,478,4,0,474
2022-04-28,BR_SP_354970,3,0,0,1,5972,168,0,7817
2022-04-28,BR_SP_354980,52,0,0,1,122877,3065,0,376206
2022-04-28,BR_SP_354990,119,-2,0,1,111177,2200,0,339654
2022-04-28,BR_SP_354995,0,0,0,1,696,40,0,1371
2022-04-28,BR_SP_355000,0,0,0,1,957,34,0,1871
2022-04-28,BR_SP_355010,0,0,0,28,6556,165,0,18376
2022-04-28,BR_SP_355020,2,0,0,1,3205,84,0,7228
2022-04-28,BR_SP_355030,393,8,0,3,1056531,42261,0,3604508
2022-04-28,BR_SP_355040,5,0,0,1,7900,113,0,11116
2022-04-28,BR_SP_355050,0,0,0,1,1009,15,0,2142
2022-04-28,BR_SP_355060,0,0,0,1,7129,126,0,30978
2022-04-28,BR_SP_355070,0,0,0,1,8428,193,0,27374
2022-04-28,BR_SP_355080,0,0,0,1,2114,37,0,2409
2022-04-28,BR_SP_355090,6,0,0,1,1503,38,0,4456
2022-04-28,BR_SP_355100,47,0,0,2,23793,1425,0,55826
2022-04-28,BR_SP_355110,0,0,0,1,523,7,0,997
2022-04-28,BR_SP_355120,0,0,0,8,141,20,0,1540
2022-04-28,BR_SP_355130,0,0,0,3,310,9,0,541
2022-04-28,BR_SP_355140,0,0,0,1,1390,19,0,10912
2022-04-28,BR_SP_355150,61,0,0,2,8533,127,0,16551
2022-04-28,BR_SP_355160,1,0,0,1,4835,80,0,7311
2022-04-28,BR_SP_355170,0,0,0,1,20217,538,0,53430
2022-04-28,BR_SP_355180,0,0,0,1,2479,46,0,5444
2022-04-28,BR_SP_355190,0,0,0,1,2489,78,0,5161
2022-04-28,BR_SP_355200,0,0,0,6,549,6,0,1109
2022-04-28,BR_SP_355210,2,0,0,1,5260,90,0,8741
2022-04-28,BR_SP_355220,266,0,0,1,93390,3117,0,247184
2022-04-28,BR_SP_355230,0,0,0,1,956,18,0,2449
2022-04-28,BR_SP_355240,6,0,0,1,34830,923,0,64058
2022-04-28,BR_SP_355250,0,0,0,1,29099,1011,0,74788
2022-04-28,BR_SP_355255,0,0,0,5,377,12,0,838
2022-04-28,BR_SP_355260,0,0,0,1,2727,67,0,5574
2022-04-28,BR_SP_355270,3,0,0,4,2611,60,0,3407
2022-04-28,BR_SP_355280,2,0,0,1,19526,1015,0,110460
2022-04-28,BR_SP_355290,0,0,0,2,848,27,0,1877
2022-04-28,BR_SP_355300,4,0,0,2,3387,45,0,4069
2022-04-28,BR_SP_355310,1,1,0,18,882,15,0,2226
2022-04-28,BR_SP_355320,0,0,0,4,1071,18,0,3826
2022-04-28,BR_SP_355330,6,0,0,5,4294,57,0,5184
2022-04-28,BR_SP_355340,0,0,0,1,6102,129,0,16753
2022-04-28,BR_SP_355350,0,0,0,6,864,11,0,1250
2022-04-28,BR_SP_355360,0,0,0,1,2523,35,0,4159
2022-04-28,BR_SP_355365,0,0,0,1,386,12,0,932
2022-04-28,BR_SP_355370,21,0,0,1,10165,233,0,15841
2022-04-28,BR_SP_355380,0,0,0,4,5847,115,0,9391
2022-04-28,BR_SP_355385,0,0,0,3,895,21,0,1221
2022-04-28,BR_SP_355390,0,0,0,3,894,32,0,1897
2022-04-28,BR_SP_355395,0,0,0,1,1794,55,0,3825
2022-04-28,BR_SP_355400,0,0,0,1,16051,505,0,17819
2022-04-28,BR_SP_355410,2,0,0,1,30212,1130,0,97804
2022-04-28,BR_SP_355420,4,0,0,7,189,10,0,1100
2022-04-28,BR_SP_355430,0,0,0,1,3265,57,0,6853
2022-04-28,BR_SP_355440,0,0,0,4,1186,37,0,2262
2022-04-28,BR_SP_355450,5,0,0,1,6662,129,0,8149
2022-04-28,BR_SP_355460,0,0,0,3,406,11,0,283
2022-04-28,BR_SP_355465,0,0,0,1,231,12,0,445
2022-04-28,BR_SP_355470,6,0,0,1,2298,25,0,2279
2022-04-28,BR_SP_355475,0,0,0,2,285,4,0,701
2022-04-28,BR_SP_355480,0,0,0,1,2800,66,0,16569
2022-04-28,BR_SP_355490,0,0,0,2,1252,35,0,1832
2022-04-28,BR_SP_355495,0,0,0,1,809,3,0,1623
2022-04-28,BR_SP_355500,0,0,0,1,7939,308,0,15560
2022-04-28,BR_SP_355510,0,0,0,1,3089,52,0,7875
2022-04-28,BR_SP_355520,0,0,0,2,186,4,0,533
2022-04-28,BR_SP_355530,0,0,0,1,342,7,0,485
2022-04-28,BR_SP_355535,0,0,0,1,1396,23,0,2609
2022-04-28,BR_SP_355540,30,0,0,1,9344,152,0,19666
2022-04-28,BR_SP_355550,0,0,0,6,572,13,0,831
2022-04-28,BR_SP_355560,0,0,0,2,1539,37,0,4575
2022-04-28,BR_SP_355570,0,0,0,5,312,6,0,677
2022-04-28,BR_SP_355580,0,0,0,1,2240,43,0,3657
2022-04-28,BR_SP_355590,0,0,0,3,313,5,0,463
2022-04-28,BR_SP_355600,0,0,0,1,905,52,0,2876
2022-04-28,BR_SP_355610,0,0,0,1,3852,75,0,5324
2022-04-28,BR_SP_355620,67,0,0,1,18802,474,0,46374
2022-04-28,BR_SP_355630,0,0,0,36,4270,89,0,12630
2022-04-28,BR_SP_355635,0,0,0,1,459,10,0,836
2022-04-28,BR_SP_355640,0,0,0,1,4189,110,0,6989
2022-04-28,BR_SP_355645,42,0,0,1,3935,123,0,15990
2022-04-28,BR_SP_355650,0,0,0,2,9730,293,0,23472
2022-04-28,BR_SP_355660,0,0,0,23,693,42,0,1818
2022-04-28,BR_SP_355670,8,0,0,1,12519,235,0,32366
2022-04-28,BR_SP_355680,0,0,0,1,2523,96,0,5179
2022-04-28,BR_SP_355690,1,0,0,1,1622,22,0,2059
2022-04-28,BR_SP_355695,0,0,0,1,623,10,0,518
2022-04-28,BR_SP_355700,0,0,0,1,12402,561,0,34138
2022-04-28,BR_SP_355710,-1,0,0,2,17746,496,0,58932
2022-04-28,BR_SP_355715,0,0,0,6,274,12,0,1009
2022-04-28,BR_SP_355720,0,0,0,2,2354,58,0,3052
2022-04-28,BR_SP_355730,1,0,0,1,1153,36,0,1894
2022-04-28,BR_SP_GRU,78,0,0,1,80605,5383,0,194221
2022-04-28,BR_SP_SAO,393,8,0,3,1056531,42261,0,3604508
2022-04-28,BR_SP_VCP,181,0,0,1,157415,5065,0,348725
2022-04-28,BR_TO,52,1,0,2,304427,4151,0,434561
2022-04-28,BR_TO_170025,0,0,0,1,447,8,0,686
